,lmp_node,matched_source_sink,match_score
13579,CONS HOLLY_MT HOLLY_T1,CONS.POLRS.SOL,56
13580,AMIL GCLDAREA LD6,AMIL.CHEL,62
13581,MEC ODEBLT ODEBLT1,MEC.PALOALTO1,58
13582,CIN KNTHTWN BK1_69,CIN.MARKLND.1,52
13583,NSP STLAWRNC GRE_TR1,NSP.BSTAR1.WND,59
13584,WPS ELLINWOO BK-5,ILLINOIS.HUB,55
13585,NSP BURNSID TR1,NSP.BRGSRD.MVP,55
13586,ALTE MERRIMAC MEC_T41,MEC.ALTM_1.AZ,59
13587,MEC DRFNDRY TR3,MEC.DIAMNDTR1,57
13588,CONS HALLK HALLK_T1,CONS.KALK,64
13589,MIUP EMPIRE EMP_L4,MDU.GRE.EMMLOG,56
13590,EAI HICKMANN LT3,AMMO.HANN.LD,57
13591,AMMO HLST HLST_74,AMMO.TS1,56
13592,SME PICKWICK LD_PICKWICK,SME.CC.MOR_CC1,47
13593,ALTW TIPTONRC TIPTR1,ALTW.MTOWNCT1,67
13594,CIN 08THPFIZ A,CIN.CAYCT.4,48
13595,CIN 08HEHIDN A,CIN.08NOBSN2,54
13596,EMBA ROXIE T1,EMBA.HINDS1CT1,59
13597,OTP CASS_LK CASS_L2,OTP.MPC.ASH2,58
13598,CONS ULTIUM TR3,CONS.GRATIOT,59
13599,CIN POTAWATM BK1_69,CIN.WVPA.BNLIL,48
13600,EES LDE 1B,EES.JDEC,67
13601,AMMO SDCK SDCK_73,AMMO.RCCKCTG3,60
13602,NSP CHASKA CHASKA1,NSP.CC.MANKAT1,62
13603,OTP LISBON LISBON1,OTP.BIGSTON1,67
13604,IPL 16SANIBL LD_W,ALTW.LKFLD.IPL,58
13605,SME HATHORN LD_HATHORN,SME.PALDNG.ARR,56
13606,EES WESLAK T2,EES.STRSOL,61
13607,EMBA NATCHZ T2,EMBA.HINDS1CT2,64
13608,AMMO BERK BERK_83,AMMO.KIRK,62
13609,ALTW FRLKTP FRLKTP1,ALTW.FCLDFCL1,62
13610,EES MKT_ST T3,EES.MTCPSST1,64
13611,EES PTRAIN T2,EES.FRONT_TX2,62
13612,CONS MANRD BANK_1,CONS.CA3.MPPA,60
13613,CONS SUNFD SUNFD_T1,CONS.LUDINGTN1,61
13614,EAI CHICOT T1_T2,EAI.CC.HT_SPR1,60
13615,EAI FARVIL T1,EAI.EAILD,64
13616,AMMO CNWY CNWY_79,AMMO.PNKYCTG7,60
13617,CONS EXTRD EXTRD_T1,CONS.PINERVR1,56
13618,EAI HICKMANE LT1,EAI.INDEPEND1,55
13619,ALTE NBEAVERD NBD_T32,ALTE.BVRDAM,56
13620,NSP S_RIDGE S_RIDG1,NSP.S_RIDGE1,71
13621,SME KMPR_SME BORDER_LOAD,SME.MORRO.ARR,49
13622,DECO HAGER TRF_3,DECO.GDRRF.ARR,60
13623,EES GRAMLN T1,ALTE.GRANT.ESR,67
13624,ALTE SARATOG0 A14_ARH_SAR,ALTW.SARATOGA,58
13625,EES BRIARW T1,EES.SWTZ1.ARR,69
13626,MEC SUB_89 TR2,MEC.SYCAMO_2,54
13627,ALTW SPRVILN SPRVILN,ALTW.LANSIN4,62
13628,MEC JOHNSDHK DHK8T3,CONS.MWEC,50
13629,ALTW PLAINAL PLAINA2,ALTW.LANSIN4,62
13630,GRE LONGVILE GRE_TR1,GRE.NSP.GREC,56
13631,EES MANENA T1,EES.SABINE1,67
13632,NIPS SCHNEIDR NO_2_XFMR,NIPS.NORWAPNOR,54
13633,CONS BENST TRF_1,EES.LONSTR1,67
13634,AMIL OTOWA_IP 2,AMIL.IP,64
13635,CONS RODNY RODNY_T1,CONS.CROTON,60
13636,DECO NAVARRE 24_KV,DECO.NEC,54
13637,WEC FCN1 XF4,WEC.RBC1,60
13638,CIN HEAMITY BK1_69,CIN.HENRYCO.1,58
13639,ALTW DWTT DWTT1,ALTW.OTTUMW1,67
13640,ALTW WINBGLOC WINBGL4,ALTW.WOLFWIND,59
13641,AMMO CALLAWAY XFMR_SFGD_A,AMMO.CALLAWAY1,67
13642,IPL 16GLENSV LD_F,IPL.16EVCT7,57
13643,NSP BIGFISH BIGFIS1,NSP.BIGBLUE,53
13644,SME PURVIS69 LD_PURVIS,SME.PLUMPOINT,46
13645,OTP PERHAM PERHAM2,AMMO.MERAMEC2,52
13646,WAUE WFRT WFRT1,WR.MOWR_1.AZ,52
13647,CONS BUFLD BUFLD_T1,NSP.BUFFR_TR1,62
13648,ALTW MONTIND T1,ALTW.MTOWNCT1,71
13649,AMIL NDECATUR NDEC_3303,AMIL.DEB.NAH,57
13650,DECO CR_MA_TP CR_MA_TPCRWFD1,DECO.CMSM_1.AZ,52
13651,MEC HAMP_W HAMP_W2,MEC.ALTM_1.AZ,58
13652,CIN 08SHBYNE BK2_69,CIN.08NOBSN2,58
13653,NSP SANDLAK2 SANDLA1,NSP.RAETNA.WND,59
13654,CONS WRCRK WRCRK_T1,CONS.RVRFORK,58
13655,DECO ALFRD TRF_3,DECO.GDRRF.ARR,67
13656,BREC GENEVABR GENEVABR,BREC.SEBREE,61
13657,DECO QUAKER2 TRF5,DECO.LAKEIRIS,60
13658,ALTW 2NDAVEN 2NDAVE1,ALTW.ADAMSADAM,53
13659,ALTW BEARGROV BEARG1,ALTW.BART1AGR,73
13660,ALTW ELKREC ELKREC1,ALTW.CRYLAKE1,62
13661,NSP MAYFAIR MAYFAI2,NSP.CMMPA.FAIR,67
13662,OTP DOMEOTP DOMEOT1,OTP.MPC.COYT1,62
13663,SME LXTN13 LD_LEXINGTON,NSP.EWINGTON1,56
13664,ALTW SOUTHBRH TR_GRE,ALTW.BART1AGR,61
13665,CONS DALE_MT DALE_T1,CONS.KAL_RGEN_,59
13666,CONS WMPLR WMPLR_T1,CONS.MIPOWER1,62
13667,ALTW PRAR_CK PRAR_C6,ALTW.PRARC3,65
13668,CIN JUDSONPK BK1_69,CIN.MADISON.1,62
13669,AMIL PORTR_RD TR3,AMIL.TRA_ATRAE,65
13670,DECO HARPR TRF_1,DECO.RRP11,62
13671,AMMO SLEM_CIT SLEM2,AMMO.MEXCTG1,58
13672,DECO MAXWL DETWS2,DECO.SESA,62
13673,NIPS UNION_ES UNION_ES,MIUP.NEWQUINES,56
13674,GRE COAL_CR COAL_C1,AMIL.CALRIDGE,56
13675,NSP BLUE_LK TR_MMPA2,NSP.BLUE_LK8,69
13676,DECO TITAN XF1,DECO.MINDEN1,62
13677,EES BAGTEL T8,EES.BGTEL1.ARR,67
13678,MEC SUB_LIC TR1,MEC.VICTRM_1,67
13679,CONS BURLM BURLM_T1,NSP.BUFFR_TR1,56
13680,DECO WSTLD2TP FLRDAWSTLD2TP1,DECO.PLACDP12,54
13681,CONS STKBX STKBX_T1,CONS.TIBBITS,58
13682,EES ZOR T2,EES.NEWTON,60
13683,MP THOMSON THOMSO1,MP.THOMSON,71
13684,ALTW OELWEIN OELWEI1,ALTW.WOLFWIND,67
13685,NSP SPENCERN TR1,NSP.ST_PETER,64
13686,WEC RACINE RACINE_L99,CIN.ESR.CRANE,59
13687,WEC SPV SPV_L7,WEC.PS_SLR1,64
13688,AMIL MERDOSIA MERY-719,AMIL.MERDS.MVP,67
13689,ALTW BL_PLN_ BL_PLN1-161,ALTW.BEPM.CBLD,53
13690,DPC SAVANDPC SAVANN3_DPC,DECO.SANDU.MVP,53
13691,EES PAN T1,EES.SABINE1,67
13692,CONS UNIVX UNIVX_T1,CONS.LUDINGTN1,61
13693,DPC GARLAND GARLAND1,LAGN.LAGN_1.AZ,53
13694,NSP SWIFTCRK SWIFTC2,NSP.SHERC2.SLR,59
13695,GRE ALBERTV GRE_TR1,GRE.REC.DATA,58
13696,OTP LANGDON LANGDO1,OTP.LANGDN2,67
13697,ALTE LANCAST0 LAN_LDS,ALTE.GRANT.ESR,57
13698,ALTE CHATEAU A12_CHA_T41,EES.ACAD2_CT1,49
13699,EAI HRSBRG T2,EAI.H_SPR1_CT2,67
13700,MP EAGLEVLY GRE_TR1,GRE.MP.GRE,62
13701,DECO TITAN FIFMITITAN1,DECO.DIGSINT,53
13702,WEC OCONNOR OCONOR_L5,WEC.OCONTFL,56
13703,SME WALL13 LD_WALLS,CWLP.DALLMA83,50
13704,HE 07GRAHAM A,GRE.GMARAGMAR,54
13705,CONS EJRDX EJRDX_T1,CONS.JAXON_1,58
13706,EAI HSSOTH LT1,EAI.PMISTSOL,62
13707,ALTW WOKOBOJI T1,ALTW.TOI,67
13708,NIPS MICHCITY NO_11_XFMR,NIPS.MICHCP12,54
13709,NSP ALDRICH ALDRIC2,NSP.ALDRIHERC,69
13710,WEC MUKWONAG MUKWNG_L7,WEC.JOU_WMONT,51
13711,GRE WLMARSW TR1,GRE.ORMATHR,62
13712,DECO EVRGN TK2218,DECO.HNKP122,62
13713,MP ENB-SWTR GRE_TR1,GRE.MP.GRE,55
13714,WAUE REMBRNAL REMBRN1,EMBA.EMILD.RLA,51
13715,ALTW MJCT MJCT1,ALTW.MTOWNCT1,71
13716,CLEC BYUVISTA LT2,CLEC.CPWR_2.AZ,52
13717,ALTE ELMO0000 ELM_12KV1,AMIL.ELD120,47
13718,DPC CALED_SS CLD1,CLEC.CLEC,54
13719,AMIL GCLDAREA LD5,AMIL.ELD150,64
13720,DECO STEPHENS TRF_6,DECO.PHEASANT1,61
13721,GRE CAMB_IND GRE_TR1,GRE.REC.CC1_DC,59
13722,MEC BODE BODE2,MEC.BEPM.CPZD,59
13723,EES COR T1,EES.SWTZ1.ARR,70
13724,EES DISHLR T1,EES.SWTZ1.ARR,62
13725,WPS CANAL002 STU_CANAL_AUX,CONS.PAL_WPSC,46
13726,CWLP CORNELL0 CORNELL691,WPS.CRANECREK,54
13727,NIPS DOMEPIPE DOMEPIPE_LD,NIPS.HWND1.IPL,51
13728,HE 07BG_CDR A,HE.07LCPGEN1,48
13729,EES VERDIN TC,EES.TAFTCOGEN,62
13730,NSP CEDRLK CEDRLK2,NSP.HCPD.LKCR,65
13731,MEC HYC_IC HYC_IC1,SME.CC.MOR_CC1,56
13732,ALTE PLYMUNI PLY_5_JOHNSNVL,ALTE.KILBOUNIL,49
13733,OTP ENDERLN ENDERL1,OTP.EDGLYEDGL,62
13734,DPC DEVON3 DEVON1,DECO.DEAN122,55
13735,EAI LR_145 T1,EAI.NLR_1.AZ,64
13736,SME LUMBE_SM LD_LUMBERTON,SME.PLUMPOINT,47
13737,HE 07POSYVL A,SIGE.POSYSLR1,54
13738,AMIL VIRS2 VIRS_295,AMIL.PS2.NIMP,56
13739,CLEC CAN_BYU XFL_1,CLEC.CPWR_1.AZ,56
13740,EAI LEPNTO T1,EAI.INDEPEND1,62
13741,EES DREW_3 X125,EES.STL115.ARR,55
13742,EES BATSON T1,EES.AMITESO,67
13743,AMIL CINCNATI SND_PRAIRIE,AMIL.PRAIRIECK,62
13744,MIUP CORNELL1 COR_T60,MIUP.CLVHDRTN1,57
13745,SME SHEL13 LD_SHELBY_CEPA,MEC.ECLIPSE1,49
13746,CONS KLZMT KLZMT_T1B,CONS.KALK,55
13747,CONS WLKRX WLKRX_T1,CONS.KALK,57
13748,IPL 16CASTLT LD_TF,ALTW.LKFLD.IPL,62
13749,MP TOWERMP TOWER1,WR.MOWR,58
13750,GRE GLENGRE GRE_TR1,GRE.MP.GRE,55
13751,EMBA CARTG5 T1,EMBA.CC.HINDS1,57
13752,MPW 9_SUB 9_SUB1,MP.BISON1,48
13753,SME POLKVILL LD_POLKVILLE,SME.PLUMPOINT,47
13754,ALTE DAMHEIGH T41,ALTE.NEENAHG1,60
13755,CIN TABJCT BK1_69,CIN.CT.VERMN.6,52
13756,HE 07KELLER A,HE.07LCPGEN1,56
13757,NSP SUMTER GRE_TR1,NSP.NULM.4GT,60
13758,DECO MUSTG TRF_1,DECO.GRNWD1,59
13759,AMIL ELPASOIP ELPA_6612,AMIL.PSG1.SIPC,59
13760,ALTE KILBOURN KIL_T41,ALTE.KILBOUNIL,69
13761,CIN 08NVWEST B,CIN.08NOBSN2,62
13762,EES GRAYWD T3,EES.LA3,60
13763,CONS HOGBK HOGBK_T2,CONS.GRATIOT2,56
13764,CONS VINCT VINCT_T1,CONS.KENCNTY1,62
13765,IPL 16BROOKW LD_TF,IPL.16STOU7O7,52
13766,NSP MNTCELO TR10_LD,NSP.MNTCEL1,67
13767,CONS LENON LENON_T2,CONS.LIVINGEN2,61
13768,GRE MOOSELK MLWL_TR1,GRE.LKFLGR1,52
13769,CONS CASCD CASCD_T1,CONS.CCG_1.AZ,69
13770,MEC SANDRDTP SANDR1,MEC.SHENDO_1,52
13771,SME STWN13 LD_STRINGTOWN,ALTE.TOWNEST11,53
13772,CONS CAROL CAROL_T1,NSP.CHARA_TR1,62
13773,EES DERBNY T1,EES.SWTZ1.ARR,62
13774,NSP OSPREY OSPREY1,NSP.PROSE,67
13775,MDU WESTMLND LOAD,MDU.FOXTL.WND,60
13776,MEC SOUTHLND XWY19T1,MEC.SOTHRNHL1,61
13777,CONS POTVL POTVL_T1,CONS.POLRS.SOL,67
13778,AMIL DIAMSTAR TR4,AMIL.AMS_ASTOR,71
13779,DECO ERIN TK4245,DECO.FERMI2,67
13780,DPC BASSETT BASSET1,DECO.BSEDTE1,52
13781,NSP GRANCTY TR3,NSP.GRANTY.ARR,69
13782,GRE ARC_REC ARC_TR1,EAI.ARSNC1.ARR,61
13783,EES CROWDR T1,EES.SWTZ1.ARR,69
13784,EAI ELDUPL T1,EAI.PLUMPT,70
13785,NSP WCNRAPD TR2,NSP.RAETNA.WND,62
13786,EAI LR_KAN T3,EAI.LK_CATH4,64
13787,CONS RIFLERIV BANK_1,CONS.PINERVR1,55
13788,SIGE SIG_ANDR T1,SIGE.WAR4SIGE,62
13789,AMIL GCLDAREA AIRPROD,EAI.ELDORA.ARR,63
13790,MEC 50_ARORA TR1,EES.WLTGR1.ARR,60
13791,EES CYP AUX_B,EES.CARV_BC,67
13792,ALTW FARMLND FARMLN1,ALTW.FAIRMONT1,65
13793,AMMO BRKH2 T1,AMMO.RCCKCTG1,69
13794,CIN WLAIRPRT BK1,CIN.MARKLND.1,55
13795,CONS TWNLN TWNLN_T1,CONS.LUDINGTN1,61
13796,CONS SAGST SAGST_T1,CONS.GRATIOT1,62
13797,EMBA FANNIN T1,EMBA.HINDS1CT1,64
13798,EES CONCRD T2,EES.CONCORDIA,77
13799,EES MGA T1,EES.MTCPSST1,64
13800,AMMO POP BUS_1C,AMMO.TS1,61
13801,EAI PINEBR T1,EAI.INDEPEND1,62
13802,EES REI T2,EES.ETEC,67
13803,MEC SUB_17 SUB_171,DECO.SUPP111,53
13804,ALTW BARI BARI2,ALTW.FAIR2.ARR,76
13805,CONS BLACKMAN BANK_2,CONS.ALCONA,58
13806,ALTW SPRVALL TR_SMPA1,ALTW.SPRVAUN1,65
13807,NIPS RAND1 NO_2_XFMR,NIPS.NORWAPNOR,59
13808,EES BRIARW T2,EES.MORTN2.ARR,67
13809,EAI BERRYV T2,EAI.WTBLF5.ARR,59
13810,ALTE BLACKEAR BLE_T41,ALTE.PAR_1.AZ,59
13811,ALTE SIGEL AUB_SGL,ALTE.CASSVILLE,62
13812,GRE MARTINLK GRE_TR1,GRE.MP.GRE,60
13813,DPC VIOLA VIOLA2,UPPC.VICTORIA2,60
13814,CIN 08PIKEST BK2,CIN.08NOBSN2,57
13815,NIPS BROOK BROOK,NSP.BLKBROOK,71
13816,EES PECUE T3,EES.PERVL2_CT,64
13817,GRE ENTPKGRE TR_MMPA,GRE.MP.GRE,67
13818,MEC 38_FRANK TR1,MEC.MRES_1.AZ,55
13819,ALTW HUBBRDR HUBBRDR1,ALTW.BVR.ARR,61
13820,AMIL PIONEER TR2,ALTW.PIONPRAR2,67
13821,HE OSPR_PT A,HE.OSPR_PT,91
13822,CONS LAKCT LAKCT_T2,CONS.KALK,57
13823,AMIL HENNEPIN HENN_3439,AMIL.HENNP.ARR,59
13824,ALTE ROSHOLT ROT_CW2_LD,ALTE.TOWNECT_2,54
13825,CONS NICLS NICLS_T1,CONS.KENCNTY1,62
13826,DECO DUVAL TRF2,DECO.DLRYP12,67
13827,NIPS NRTHRDGE 69_XFR1,NIPS.BCWF.SIG,47
13828,CONS KENDRICK BANK_1,CONS.KARN.ARR,55
13829,NSP VADNAIS GRE_TR1,CONS.LANS.ARR,56
13830,AMIL CENTERVL TR3,AMIL.RES.CNE,69
13831,NSP STLS_PK STLS_P4,NSP.ST_PETER,58
13832,ALTE MAYVILLE MAY_T42,ALTE.CASSVILLE,63
13833,ALTW WLAKEFLD GRE_TR1,ALTW.LKFLD.IPL,63
13834,DECO PHENX XF2_NEW,DECO.EXGNMW2,60
13835,NIPS BOWMAR BOWMAR,NIPS.BAILY.ARR,62
13836,EES PLPIPE T1,EES.LIBERTY,67
13837,AMMO HYTI HYTI_73_LD,AMMO.HANN.LD,56
13838,CIN SCOTTSBG BK2_69,CIN.GIBSON.2,52
13839,AMIL MEDINA_V CTG_1_5,AMIL.IMEA_1.AZ,57
13840,EES GIBBS_ST T1,EES.JWL_ST1,62
13841,EES TYR T1,EES.STRSOL,60
13842,AMMO LATH LATH-42,AMMO.UA.AZ,59
13843,CLEC EOLA T1,CLEC.ERATH,73
13844,DECO RAMVL BUS_1,DECO.BAUER.MVP,67
13845,NIPS KINGSF_T KINGSFHT,CIN.NIPS.GBSNS,61
13846,AMIL DUPOFERY DPFE_3341,AMIL.DER,52
13847,ALTW BECCA BECCA,ALTW.MECB,64
13848,EAI KEEVIL LT1,EAI.EAILD.RLA,67
13849,LAGN ROUX ROUX_LD,LAGN.LAGN,46
13850,DECO CATO2 TRF_5,DECO.GDRRF.ARR,60
13851,SME MONT13 LD_MONTICELLO,SME.PLUMPOINT,54
13852,NSP FRMSINN FRMSIN2,CIN.NIPS.FRBNK,55
13853,SME TAYLO_SM LD_TAYLORSVIL1,SME.GPTAYLRS,51
13854,CONS CASNO CASNO_T1,CONS.CCG_1.AZ,62
13855,NIPS HERITAGE HERITAGE,NIPS.ERC_TEST,57
13856,DECO STANT TRF_5,DECO.PHEASANT1,60
13857,IPL 16IUHLTH F,IPL.16STOUTR1,59
13858,DECO AGSTA TRF_1,DECO.GDRRF.ARR,60
13859,NIPS INDIANL2 INDIANLK,CIN.NIPS.JRDCK,56
13860,ALTE RIVERSID RIV_T41,ALTE.WRIVS_ST1,63
13861,EES SPRFLD T1,EES.PERVL1,70
13862,EAI GRAV_R T1,EAI.STUTTGART,62
13863,WPS ER_MUNI EAG_CITYSUB_T2,NIPS.ERC_TEST,51
13864,CIN 08WVCVAL BK1,CIN.08NOBSN1,57
13865,ALTW BRICLYN BRICLY1,ALTW.RICHLAND,61
13866,DPC UNIONCT UNIONCT,ONT.DECO.PSOUT,55
13867,CIN SULLIV_N BK1_69,CIN.PSI_3.AZ,52
13868,EES NBASTR T1,EES.LONSTR1,75
13869,NSP MARY_LK GRE_TR1,GRE.NSP.GREC,58
13870,EAI MCARTH T1,EAI.LK_CATH4,64
13871,NSP HUGO2 HUGO1,NSP.HOLCOM,56
13872,EAI COTN_P T1,CONS.GRATIOT1,62
13873,EES FRISCO_E T4,EES.RICE1,67
13874,CONS TECMS TECMS_T1,CONS.MISEC,62
13875,IPL 16SANISP LD_S,NIPS.NIPS,54
13876,CONS BLKMR BLKMR_T1,NSP.BR_DIR_TR1,55
13877,LAGT POIN_L POIN,CIN.PSI_3.AZ,57
13878,NIPS INDEP_HL NO_2_XFMR,NIPS.HWND1.IPL,49
13879,NSP CHERRYGR CHERRY1,NSP.CHARA_TR1,55
13880,EMBA SPNPOT T2,EMBA.SUNFLOWER,57
13881,ALTW RIVRRUN MERCY,MEC.ALTW,62
13882,SIGE SIG_MBRY T1,SIGE.SIGW,56
13883,NSP EAUGALLE TR_NSP,OTP.NSPX.ADA,58
13884,WEC ALBERS ALBERS_L4,WEC.KAUCBL.ARR,59
13885,WEC NIMBUS24 T22,WEC.BLUSKYGF,50
13886,WPS BAYPORT BAYPORT,UPPC.PORT.ARR,56
13887,DECO MACK TRF_2,DECO.TURTLE2,59
13888,CONS CANLK CANLK_T1,CONS.CCG_1.AZ,62
13889,EES JUPTER T1,EES.PERVL1,70
13890,DECO IRNTN 24_KV,DECO.DIGSINT,57
13891,MEC DEERNE DEERNE1,MEC.DIAMNDTR1,58
13892,MGE WESTTOW1 WTN_ALTE,WPS.WESTON12,48
13893,NSP CHEMOL CHEMOL2,NSP.CHEMOLSPO,71
13894,EMBA GRNWOD T2,EMBA.HINDS2,64
13895,LAGT OKDL_L OKDL,LAGT.LOGC.ARR,48
13896,ALTE CHRISTIA AUXA,ALTE.WAUTOMA,60
13897,CONS BSTSQ BSTSQ_T1,CONS.BSE.CEC,52
13898,CWLD PLANT_D PL_LOAD2,CWLD.PLANTD8,67
13899,NSP STLS_PK STLS_P3,NSP.SMPM.S3,60
13900,EAI UNIONP AUX2B,EAI.OMLP_1.AZ,55
13901,EES COLNLC T2,EES.CONC,76
13902,AMIL COFFEEN TR2B_RESRV_AUX,AMIL.RES.CNE,56
13903,WEC MOORLAND MORLND_L83,MEC.MEAN_3.AZ,50
13904,DECO WLRUN TRF_3,DECO.TURTLE2,57
13905,EES DOWMTR 6,EES.DOWCHEM,70
13906,EES LULING T2,CONS.LUDINGTN2,67
13907,WPS WELLSSTR WELLS_T2,WPS.WESTON12,55
13908,EAI MORLND T2,EAI.NLRLD,64
13909,OTP FORMAN FORMAN1,OTP.LANGDN1,55
13910,ALTW SCRANTN SCRANT1,ALTE.GRANT.ESR,65
13911,ALTW BERKLRC LD1,ALTW.BEPM.CBLD,67
13912,DPC LONGHOL LONGHO1,DPC.WINNEBAGO,50
13913,OTP COURTNAY COURT_SS,OTP.COURTNY.WF,63
13914,WEC NIMBUS24 T6,WEC.BLUSKYGF,52
13915,EES WISE_E SHIN32,EES.SABINE1,57
13916,CIN LMARTH BK1_69,CIN.MARKLND.1,60
13917,EES CLEARY T2,EES.MORTN2.ARR,67
13918,AMIL MTE8 MTE8-716,AMIL.MTCML,57
13919,ALTE REEDSBU5 REE_SUB5_GRFU1,ALTE.EDG.ESR,50
13920,NSP LAKEV GRE_TR2,GRE.NSP.GREC,62
13921,OTP NWOOD TR1,NSP.WOODST1,58
13922,MEC PELLA DBR6T2,MEC.PELLA,72
13923,EAI BALTZ INGRAM,EAI.NLR_1.AZ,64
13924,GRE GOODLNDG GRE_TR1,GRE.REC.DCLOSS,53
13925,CONS SWARZ SWARZ_T1,CONS.POLARIS1,56
13926,EES SLY 104,EES.SLRD,63
13927,CONS MTPLS MTPLS_T1,CONS.MSCP_1.AZ,61
13928,DECO STERLIN2 LOWELSTERL_1,DECO.TURTLE2,53
13929,AMMO CHAR CHAR_74,AMMO.CALF_1.AZ,65
13930,CONS HOLLANDR BANK_2,CONS.LANS.ARR,61
13931,EAI DARDNL T1,EAI.DELL.ST3,64
13932,EES CNA T1,EES.ETMP_1.AZ,70
13933,ALTE MONROES0 MNR_T41,ALTE.TOWNEST11,57
13934,NSP BUFALOM TR1_MMPA,CONS.MPPA.ASM2,53
13935,EAI PBIP LT1,AMIL.IP,63
13936,AMIL LEVER_RD LEVER_362,AMIL.VRD,52
13937,ALTW SBRDWAY SBRDWA2,ALTW.LEDYARD,56
13938,EAI FRIND2 T1,EAI.INDEPEND1,62
13939,DECO WICK XF2,DECO.DIGG2,61
13940,MEC LKVWMUNI LKVWMU1,ALTW.LIMEC1,52
13941,CIN SCOTBGNW BK2_69,CIN.GIBSON.2,58
13942,OTP PLUMPIP TR2,EAI.PLUMPT,56
13943,EAI LR_PIN LT2,EAI.NLRLD,61
13944,CONS HUDSONVL BANK_1,CONS.TUSCOLA1,55
13945,EES LYLE_J JDEC_LYLE_LD,EES.ELILD.RLA,56
13946,SIGE SIG_BERY T4,SIGE.SIGW,64
13947,DECO BEMIS1 TRF_1,DECO.BWECSTG1,60
13948,NSP ESDAILE TR_DPC,OTP.NSPX.ADA,60
13949,MEC SYCAMOR SYCAMO2,MEC.SYCAMO_2,71
13950,ALTE OREGON01 ORE_T42,ALTW.STORYCO1,53
13951,AMIL GD_TOWER GDTY-716,AMIL.GDTOWER4,69
13952,NIPS KINGCAST KINGCAST,CIN.NIPS.GBSNS,61
13953,BREC PHILPOT PHILPOT2,BREC.NIPS.GRSL,51
13954,OTP MARSHLK TR_GRE,GRE.ALTW,54
13955,CIN COLGLDST BK1_69,CIN.GIBSON.1,52
13956,EES BFANET T1,EES.ETMP_1.AZ,62
13957,DPC TWINDSR TWINDS1,CIN.TWINBR1,60
13958,EES DAISET T1,EES.ETMP_1.AZ,62
13959,EAI PARA_S T1,EAI.H_SPR1_ST,69
13960,HE 07HZLTON LOAD,HMPL.HMPLOAD,57
13961,MEC SUB_58 TR1,MEC.STORMLK_1,59
13962,WAUE WILISTN NW_WILISTN,NIPS.WHITNST,46
13963,NSP SLAYTON GRE_TR1,CONS.LANS.ARR,56
13964,NSP SLAYTON SLAYTO1,NSP.STONERAY,58
13965,NSP RVRFLSMN RVRFLS1,NSP.RIVRSD10,56
13966,EES AMCYAN T1,EES.ETMP_1.AZ,62
13967,MEC SUB_112 TR1,DECO.SUPP111,59
13968,BREC DIXONBR DIXONBR,BREC.UNBRIDLED,53
13969,NSP JAMAICAN AIRGAS,NSP.AGASSIZBE,56
13970,EMBA BOLTON T2,OTP.MDU.BSTON1,57
13971,GRE BIG_SNDY GRE_TR1,GRE.GRE.CXS,58
13972,EAI SMYRNA2 AT1,EAI.SHRDN2.ARR,69
13973,AMIL DIAMSTAR TR1,AMIL.AMS_ASTOR,71
13974,SME WSHT13 LD_WASHINGTON,NSP.EWINGTON1,49
13975,CIN NEWCASTL LN3480,CIN.EDWST,57
13976,AMIL WFRK WFRK-202,AMIL.WRSF,59
13977,DECO COLRD TRF_2,DECO.GDRRF.ARR,60
13978,NIPS MATL_SVC MATL_SVC,NIPS.CAVALRYSF,56
13979,ALTE MILTONLA MLS_T42,ALTE.TOWNEST12,63
13980,WR THYRWR T1,WR.THAYERLD,61
13981,WPS WAUPACA BK-2,UPPC.WPSE,56
13982,NSP LOUISENS LOUISEN1,NSP.DANIELSN1,53
13983,MEC MARCUS FMS6T1,MEC.AMES_1.AZ,60
13984,MEC CARR_N CARR_N1,EAI.ARSNC1.ARR,62
13985,EAI HUMPY2 T1,EAI.UPS2_CT1,72
13986,MEC HUMBC HUMBC1,MEC.CHASCS1,59
13987,EES HUL T1,EES.LONSTR1,67
13988,EAI NEW_IN T3,AMIL.VIN_AVINT,59
13989,IPL 16TOBEY LD_H,IPL.16PETEE3,57
13990,AMIL ASHLEYIP ASHL_6636,AMIL.SBL_ASIBL,59
13991,AMIL ROXF ROXF_80,AMIL.FTR,56
13992,DECO HOMER1TP HOMER1HOMER1TP,DECO.MONROE1,55
13993,NSP EDEN_TP EDEN_T1,NSP.NEW_PNEW_,50
13994,SIGE 10STJAME T1,SIGE.10ABGTGT,55
13995,EES BARTMW T1,EES.SWTZ1.ARR,69
13996,EAI TARLTN LT1,EAI.STUTTGART,67
13997,LEPA ABBEVL_L T1,EAI.DELL.ST3,57
13998,CONS BRETN BRETN_T1,CONS.BSE.CEC,58
13999,NSP KING KING_2,NSP.KING1,67
14000,CONS OWOSSO OWOSO_T2,CONS.POLRS.SOL,59
14001,LAGN GRWD GRWD,GRE.NSP.GREC,54
14002,ALTW LEONALT LEONAL2,ALTW.JOUNEAL3,61
14003,CSWS CAROLLCS GAHAGAN,CONS.LANS.ARR,47
14004,MP THOMSON THOMSO2_MP,MP.THOMSON,65
14005,OTP EDGETWN TR1,OTP.EDGLYEDGL,57
14006,GRE PIKE_RV GRE_TR1,GRE.MP.GRE,62
14007,MIUP TWIN_LAK LD1_UMERC,MIUP.TWINFALLS,54
