,lmp_node,matched_source_sink,match_score
13150,DPC YELLOWR WBBROOK,DPC.NWELOAD,53
13151,NSP PR_ISLD PR_ISL2,NSP.PRISL2_LD,81
13152,EAI HAMLIN LT1,AMIL.AIP9,61
13153,ALTW CL_LAKT CL_LAK1,ALTW.CRYLAKE1,61
13154,ALTW WMNT WMNT1,ALTW.MTOWNCT1,79
13155,DECO STATE1 LD2,DECO.LUD2,67
13156,EES DESTRN T1,EES.SWTZ1.ARR,62
13157,EAI HSVILG LT2,EAI.EAILD.RLA,59
13158,ALTE BRADFORD RC2_BFD_T41,ALTW.GRCT.ARR,53
13159,HE 07MAHAN A,ALTE.ALBANY,52
13160,DPC SANDRDGD T47D,DPC.NSPLOAD,50
13161,NSP IRONRIV IRONRI,NSP.GRANTY.ARR,56
13162,EMBA BRKYRD T1,EES.SWTZ1.ARR,52
13163,ALTE WPN_PRIS WAP_MUNI_PRISN,ALTE.WRIVS_ST2,52
13164,ALTW GRENVWRC GRVWR1,GRE.ALTW.ENDVI,65
13165,DECO STONY OAKWDSTONY1,ONT.DECO.PSOUT,56
13166,AMIL CDNE CDNE-282,AMIL.RES.CNE,67
13167,DPC CONRATH CONRAT1,OTP.MPC.COYT1,56
13168,CONS FERGN FERGN_T1,CONS.KENCNTY1,62
13169,EAI ALMYRA T1,EAI.WODLN1.ARR,59
13170,EES WATERF S7194_LOAD,EES.WATRFD3,56
13171,GRE CAMBRDGE GRE_TR2,GRE.GRE.CXS,58
13172,MEC SUB_75 TR1,MEC.STORMLK_1,59
13173,DECO HILTN T2,DECO.TURTLE2,64
13174,DPC MATHER MATHER1,DPC.EKM1,54
13175,CIN PSIRAMSY BK1_69,CIN.PSI,54
13176,NIPS SCHAHFER NO_6_XFMR,NIPS.SCHAHP18,56
13177,WEC HAYMARKE HYMKT_L2,WEC.EITM_LZ02,53
13178,WAUE CARNGTN CARNGT5OTP_TIE,ALTE.CEDARDGE,45
13179,UPPC PERCHLAK L12,UPPC.LWEC,62
13180,NSP FISHCREK TR1,CIN.SUCRKST1,57
13181,AMMO KIRK2 GARD-71,AMMO.KIRK2.ARR,81
13182,NIPS PIDCO PIDCO,NIPS.NIPS,56
13183,ALTW SCLINTN SCLINT1,ALTW.LANSIN4,62
13184,CIN VDRSBG_E BK2_69,SIGE.CIN,52
13185,CONS CRLTN CRLTN_T2,CONS.CRESCENT,62
13186,MIUP MAGAZINE L1,MIUP.MAGAZESH,76
13187,EES GOR T2,EES.MORTN2.ARR,67
13188,AMMO CNTL CNTL_78,AMMO.CENT,62
13189,ALTW STARKR STARK,ALTW.ARMST.ARR,77
13190,EMBA DREW_5 T1,EMBA.DELTA_WND,57
13191,NIPS LAPORTE3 LAPORTE_W,NIPS.CARPNTRWF,54
13192,NIPS MONON MONON,NIPS.BENTONCO,62
13193,DECO ERIN TK4202,DECO.FERMI2,67
13194,CIN LAYTON2 BK1_69,CIN.MADISON.1,58
13195,AMIL EBELLVL EBEL_3477,AMIL.SBL_ASIBL,56
13196,CIN HILSBOR2 BK1_69,CIN.GIBSON.1,58
13197,OTP HENNING TR_OTP1,OTP.OTPW_1.AZ,56
13198,ALTE CAMPDOUG CAD_T41,ALTE.CEDARDGE,59
13199,IPL 16PIKE LD_F,IPL.16PETEE3,59
13200,ALTE DICKENSO T31,ALTE.ROCKGEN3,67
13201,DECO HAMLN TRF_1,DECO.PHEASANT1,67
13202,MGE SYCAMOR0 SYC_TR2,MEC.SYCAMO_1,62
13203,NIPS MCCOOL2 NO_2_XFMR,NIPS.MNTIC2.NU,56
13204,AMIL STEELVIL STVL_3324,AMIL.TILTU2,59
13205,NSP CLEARYLK TR_GRE,NSP.CEDARFAL,58
13206,MEC BATCRK BATCRK1,EES.BASTR1.ARR,62
13207,LAGN VATN VATN,LAGN.LAGN,61
13208,NIPS BRIGHTO2 BRIGHTO2,NIPS.BURROAK.H,56
13209,MDU MATTHSON MATHSN1MDU,MDU.MDU,47
13210,ALTW KALT KALT1,ALTW.ALTW,67
13211,WEC PTBEACH AUX_PB2,WEC.PTBEACB5,65
13212,ALTW BOONHAR T1_RPGI_AMRN,ALTW.BART1AGR,63
13213,ALTW ORANALTW XF_1_1,ALTW.ALTW,62
13214,MEC PONYCRK0 XWX9T1,MEC.POCHNT_1,58
13215,CONS ETRPX ETRPX_T1,CONS.PINERVR1,56
13216,NSP WACONIAS WACONI2,NSP.OWATONA_7,61
13217,EES JEN T5,EES.JDEC,67
13218,CONS HOTCHKIS BANK_1,CONS.WHITI.ARR,59
13219,EES SCN T1,EES.MTCPSCT1,73
13220,GRE MINDNGRE GRE_TR1,GRE.MP.GRE,60
13221,HE 07WINFLD A,HE.CIN,53
13222,OTP ALXNOKOM TR2_MRES,ALTW.MRES,53
13223,OTP HENSEL HOOPLE,OTP.GRE.DEUEL,60
13224,DECO ROMLS FLAGROMLS_1,DECO.FRMP113,53
13225,WAUE SHEFLDCB SHEFLD1,WEC.PS_ESR1_LD,46
13226,HE HONDA TR2,HE.WORTH2,57
13227,WEC FTATKINS FT-ATK_L5,NSP.NWEC.AZ,48
13228,AMMO HUNT HUNT_78,AMMO.HUCKFINN,60
13229,EAI LR_ROK T1,EAI.NLR_1.AZ,64
13230,AMIL HALLOCK HALL,AMIL.CILC.AZ,62
13231,CIN 08CLK_MR LD1,CIN.MARKLND.3,48
13232,EES STHNPT T2,EES.MTCPSCT2,64
13233,ALTW CLARNCS CL1,ALTW.LANS3.ARR,67
13234,MPW GRNDVW GRNDVW1,MIUP.GARWND1,60
13235,AMMO NPRK XFMR_1,AMMO.PERR_1.AZ,67
13236,CWLP DURKIN DURKIN691,CWLP.REYNOLS91,51
13237,EES CANERV T3,EES.CARV_A,70
13238,EES WELCOM T5,EES.ENCO,67
13239,AMIL SOTTAWA TR2,AMIL.STAR,72
13240,CIN NEWBERRY BK1_69,CIN.HENRYCO.1,56
13241,EES IOW T2,EES.JWL_CT2,67
13242,WEC PTBEACH UNIT2_AUX,WEC.PB2AUX,65
13243,DPC WOLFCRE2 WOLFCR1,DPC.FILMOR.SLR,53
13244,CONS JEFFS JEFFS_T1,CONS.SESB,57
13245,EES GRAMLN T2,ALTE.GRANT.ESR,67
13246,LAGT ELIZ_L ELIZ,EAI.EAILD.RLA,62
13247,MIUP STRAITS 6907_WEC,MEC.WEBSTR.MVP,51
13248,EES DRN JDEC_DRN_LD,EES.JDEC,59
13249,EAI INDEP2 AUX2_2,EAI.INDEPEND2,67
13250,GRE JESSIELK GRE_TR1,GRE.SMP.GRE,58
13251,SME FYET13 LD_FAYETTE,SIGE.FPL_FERD,47
13252,ALTW CLIOTP CLIOTP1,OTP.OTPW_1.AZ,62
13253,AMMO BIGR BIGR_75,AMIL.BIGRIVER,60
13254,CIN 08CRAWMU A,CIN.CAYUGA.3,62
13255,DPC GENOPPLS GENOAP1,DPC.GENOA3,60
13256,DECO MACK TRF_1,DECO.MCKINLEY1,62
13257,DPC CARPENT ABE_LD,DPC.AEPE9,59
13258,DECO HARPR TRF_3,DECO.RPSN3.MVP,60
13259,NIPS SCHNEIDR NO_1_XFMR,NIPS.NORWAPNOR,54
13260,WEC OAKCREEK T56,WEC.OAKCREKC5,83
13261,MEC MORNGSD MORNGS2,MEC.NORTHENG,58
13262,CONS EPARIS T2,CONS.POLARIS1,74
13263,DECO CRWFD2TP CRWFDCRWFD2TP1,DECO.BRP121,46
13264,ALTE MONTELLO T41,ALTE.TOWNEST11,65
13265,DECO DADE XF1,DECO.APPLE,61
13266,EMBA CANTON_E T1,EAI.CARPNTR_1,55
13267,BREC VULCANBR VULCANBR,BREC.UNBRIDLED,56
13268,NSP SPRINGL SPRING1,NSP.SPGSPG1,67
13269,ALTW FFWS FFWS2,ALTW.CC.MGS2,59
13270,WEC SWAN SWAN_L7,MEC.MEAN_7.AZ,62
13271,WEC BUTTERNU BUTNUT_L7,WEC.BUTRIDGE1,46
13272,CIN MICH_AVE BK1_69,CIN.CT.VERMN.6,55
13273,MEC WASHBRN WASHBR1,MEC.NWHAR_IBR,56
13274,DPC SPRNSP SPRNSP1,NSP.SPGSPG1,62
13275,GRE OAKLAWN GRE_TR1,GRE.ROCKLAKE,58
13276,ALTW ADAEVTP ADAEVTP,ALTW.ADAMSADAM,65
13277,CONS BRCWD BANK_1,CONS.BRANCH,64
13278,EES ALLIAN BP_LINE2ANDCG,EES.AIRLIN.ARR,53
13279,CONS ETHNL ETHNL_T1,CONS.KENCNTY1,62
13280,EES YOUNGV T1,EES.NEWTON,61
13281,AMMO HUNT HUNT_74,AMMO.HUCKFINN,60
13282,AMMO MLNE MLNE_76,AMMO.MERAMEC2,60
13283,DECO DG100 SUB1003,DECO.DIGS3,64
13284,ALTE MERCURYM MMA_T42,ALTW.EMERY_2,61
13285,CONS BEVLK BEVLK_T1,CONS.CAMPBELL1,61
13286,EES SUNSHI S7709_LOAD,EES.LONSTR1,50
13287,ALTE SWDELAVA SOD_T41,ALTE.SFONDDLG4,57
13288,EAI TAYLOR_E B0977_LOAD,EAI.NLR_1.AZ,51
13289,NSP WASECA WASECA1,NSP.RAETNA.WND,56
13290,EES MAPLES T1,EES.MTCPSST1,72
13291,CONS SKYLX SKYLX_T1,CONS.KALK,57
13292,EES RCH T1,EES.RICE1,74
13293,CONS GRCRD GRCRD_T1,CONS.CRESCENT,56
13294,DECO OAKWD1TP OAKWDOAKWD1TP1,DECO.GWDP112,50
13295,CONS IRONWORK T3,CONS.RVRFORK,64
13296,EAI GRFR_S T2,EAI.H_SPR1_ST,62
13297,MEC SUB_53 TR1,MEC.STORMLK_1,59
13298,BREC ANDYVILL ANDYVILLE,GRE.ALTW.ENDVI,54
13299,NSP NINE_MI NINE_M1,NSP.NEW_PNEW_,62
13300,EES MOR T1,EES.MORTN1.ARR,75
13301,SIGE WARRICKW MX2,SIGE.WAR4SIGE,60
13302,CIN GRNVILE BK1_69,CIN.CC.NOBSVIL,56
13303,LAFA STGEORGE T40B,OTP.GRE.ASHTII,50
13304,EES TEXLAK TEXLAK_LOAD,SME.SME_LOAD,53
13305,NIPS HIGHLAN3 HIGHLA34N,CIN.NIPS.GBSNS,54
13306,EMBA KLEAN T1,EMBA.MEAM,64
13307,CONS HOWELRD TRF1,CONS.MIPOWER1,67
13308,AMIL WHITMRMU WHITTEM_AMRN,AMIL.RUSHMORE,51
13309,CONS MTROS MTROS_T1,CONS.GRATIOT1,62
13310,EES BROWN T1,EES.SWTZ1.ARR,64
13311,NIPS HOOSRHL NO_1_XFMR,NIPS.NLMK,45
13312,NSP MER_PK LOAD1,NSP.MERPK1,69
13313,CONS SOLAR1 T1,CONS.TUSCOLA1,74
13314,CONS TWINL TWINL_T1,CONS.LUDINGTN1,61
13315,CIN WEST_DIT BK2_69,CIN.WHEATCTG2,50
13316,DECO WATERMA2 TB1,DECO.FERMI2,64
13317,NSP GRENISLE GRENIS1,GRE.NSP.GREC,69
13318,SOCO SPWFORST LD_W_FORREST,EES.SPORT2.ARR,50
13319,NSP AUGUSTAN GRE_TR1,NSP.CHARA_TR1,61
13320,MEC GOLDFLD GOLDFL1,SME.GRANDGULF,50
13321,NIPS CRESTON1 NO_2_XFMR,SMP.PRESTON,53
13322,NIPS MONOQUET MONOQUET,NIPS.BENTONCO,57
13323,ALTW LANSING LANSIN1,ALTW.LANSIN4,69
13324,DPC CUMBERL CUMBER1,MEC.CENTURY_1,50
13325,CONS BASLN BASLN_T2,CONS.ALPENTHBA,61
13326,NSP DEERWOOD DEERWO1,DECO.DEERFLD,56
13327,NSP WALCOTSW WALCOT1,ALTW.ALTW,55
13328,DECO AMHST TRF_2,DECO.GDRRF.ARR,60
13329,EES THORNW T1,EES.TAFTCOGEN,62
13330,BREC SOWENSBO SOWENSBORO1,BREC.SEBREESO,58
13331,CONS OWENS OWENS_T2,CONS.CRESCENT,62
13332,CONS FWLER FWLER_T1,CONS.LWEP,57
13333,ALTW AMESMINE AMESM,ALTW.AMESWIND,69
13334,ALTW KEOSTL LD1,ALTW.WELLS1,69
13335,MIUP DETOUR L5,MIUP.DETRDBN1,67
13336,AMMO CNTL CNTL_MACK_T_3,AMMO.RCCKCTG3,56
13337,AMMO MASN MASN-77,AMMO.MARC_NEM,60
13338,EAI TWIST B5750_LOAD,EAI.WSTMMP.ARR,53
13339,EES LVB T1,EES.LIBERTY,67
13340,MEC S_WAUKEE DEO8T1,DECO.SANDU.MVP,55
13341,UPPC MUNISIN0 MUN_T4,UPPC.AUTRAIN,56
13342,MP ENB-HNGL GRE_TR1,NSP.BUFFR_TR1,56
13343,CLEC WILGLEN T1,CLEC.CLEC,58
13344,ALTW MONTIND T2,ALTW.MTOWNCT2,71
13345,MEC SB_UIC TR1,MEC.VICTRM_1,69
13346,EES EGYPT T2,EES.L_GYPSY2,67
13347,CIN COLMBUSW BK2_69_1,CIN.PSI.LMU,50
13348,GRE ENB-BLKB GRE_TR1,GRE.GRE.CXS,52
13349,CIN MORTON_J BK1_69,CIN.MARKLND.1,56
13350,CONS BEALS_RD BANK_4,NSP.BELW_1.AZ,55
13351,ALTW TRIMNTGR GRE_TR1,ALTW.MONTA.ARR,63
13352,AMIL JACK 6653,AMIL.SUGARCRK,59
13353,EES LACASI T1,EES.LKCHAR_ST,69
13354,NSP EDN_PR EDN_PR3,NSP.AEPE3,59
13355,EES EVRGRN T2,EES.FRONT_TX2,62
13356,DECO HANAN TRF_1,DECO.PHEASANT1,73
13357,EAI MCCLEL 014_02_LOAD,EAI.MABELV.ARR,50
13358,ALTE VERNSWOO VWF_VWF,ALTE.WOOD.ESR,59
13359,EES ALLIAN W1323_LOAD,ALTE.WOOD.ESR,53
13360,DECO JOSLYN TRF1,DECO.MONROE1,64
13361,AMMO HUST HUST_65,AMMO.RUSHIS1,62
13362,NIPS THAYER2 NO_4_XFMR,NIPS.NORWAPNOR,56
13363,SME EWHT13 LD_E_WHITFLD_A,EAI.DELL.CT1,43
13364,ALTE DICKENSO DIK_LOAD,DECO.LOAD.CNE,57
13365,EES BURTON_E T3,EES.STLNG3.ARR,55
13366,EES AVENUC T4,EES.CARV_BC,58
13367,EES WINNSB T1,WPS.WESTON12,56
13368,ALTW N_CENT N_CENT1,ALTW.NCENT.ARR,67
13369,EAI LR_PRT LT1,EAI.H_SPR1_CT1,64
13370,MEC 100_54A TR1,MEC.MRES_1.AZ,57
13371,NIPS MUNSTER MUNSTR34E,NIPS.MUNSTR.LN,72
13372,EES BECMTZ T2,BREC.GREEN2,58
13373,GRE STNYBRK GRE_TR1,GRE.SMP.GRE,60
13374,NSP HAYWARDG TR2,NSP.HIBRDG.8,57
13375,EES CZB T4,EES.CC.MTCPS,64
13376,EAI SHERIL T1,EAI.EAILD,64
13377,CONS BLDWZ BLDWZ_T1,NSP.BELW_1.AZ,62
13378,CWLP DALLMAN LDGS5,CWLP.DALLMA84,71
13379,MEC ESSEX2 ESSEX1,MEC.GENESEO,57
13380,EMBA LBRTCP J1490_LOAD,EMBA.G_ANDRUS1,50
13381,ALTW SPRVALL TR_ALTW1,ALTW.SPRVAUN1,65
13382,MEC MCCOOKMC MCCOOK1,SME.CC.MOR_CC1,53
13383,UPPC SAWYERUP SAWYER,UPPC.PORT.ARR,55
13384,NIPS SUPER_FD SUPER_FD,NIPS.ROSEWRWF,57
13385,BREC SKILLMAN A,BREC.SKILLMAN,93
13386,AMMO PAGE PAGE_71,AMMO.PERR_1.AZ,71
13387,NIPS HINTZMAN HINTZMAN,NIPS.IMPA_1.AZ,56
13388,CLEC REDBAY T2,CLEC.ERATH,67
13389,CONS CLGPK CLGPK_T1,CONS.CCG_1.AZ,62
13390,DECO WATFD XF3,EES.WATRFD3,64
13391,HE 07SCT_CY A,HE.07LCPGEN1,48
13392,EMBA TYLRTN T1,EMBA.PRVS,52
13393,NSP NEWAMST NEWAMS_1_N,NSP.NEW_PNEW_,63
13394,DECO RENO2 TRF_2,DECO.FERMI2,59
13395,AMIL SCENTRLA SCNT_6647,AMIL.SELC,56
13396,NSP IRONWD CLTR4,NSP.CC.HIBRDG1,60
13397,NSP OWATNNA OWATNN1,NSP.OWATONA_7,69
13398,DECO CODY2 TRF_1,DECO.TURTLE1,57
13399,CIN 08MADISN A,CIN.08NOBSN2,62
13400,EAI KUHNRD T1,EAI.NLRLD,64
13401,EMBA VKBRGS T1,EMBA.RGDS,70
13402,CONS HANSN HANSN_T1,AMMO.HANN_1.AZ,61
13403,MEC HUMBE HUMBE1,MEC.BEPM_1.AZ,55
13404,SIGE SIG_STRG T2,SIGE.SIGW,56
13405,SOCO KILN LD_STENNIS,NIPS.STJOHN.LN,53
13406,WPS CLEARLA0 LD_T3,NIPS.CARGILL,53
13407,WPS ASHLAND1 LD_BK2,NIPS.HWND1.IPL,55
13408,NSP FISCHER TREAST,NSP.TEA_1.AZ,53
13409,WPS WHITINGA LD_T5,WPS.DPC.WESTN4,56
13410,EAI RICELD T2,EAI.NLRLD,64
13411,AMIL SHRDAN SHRDN69,AMIL.STAR,57
13412,CONS VILGN VILGN_T2,CONS.LIVINGEN2,67
13413,EMBA RANKIN T1,EMBA.HINDS1CT1,64
13414,WEC LINCLN_W LINCLN_W_L5Y,AMIL.WPSE.OLIN,46
13415,DECO KERN1_T TRF_1,DECO.RRP11,57
13416,LAGT CANY_L CANY,LAGN.LAGN_1.AZ,53
13417,CONS HBDSN T1,CONS.LUDINGTN1,67
13418,OTP LUNDOTP LUNDOT1,OTP.MPC.COYT1,56
13419,EES ELLIS_E T1,EES.LIBERTY,64
13420,EES GLN T2,EES.WLGLN2.ARR,67
13421,SME PSGA13 LD_PISGAH_B,MEC.LOUISA_1,53
13422,AMMO EUC EUC_75,AMMO.UE,64
13423,MEC SUB_GFD TR1,MEC.STORMLK_1,57
13424,ALTE TIMBERLA TBL_T41,EMBA.ATTALA1,55
13425,ALTE HYW151 SUN_HWY151_AUX,ALTW.HAWKEYE1,46
13426,EES CITGO T2,EES.AMITESO,61
13427,CIN ARCADI_N BK1_69,CIN.NIPS.FRBNK,48
13428,EES WINNSB T3,WPS.WESTON3,58
13429,BREC YEAGER BCKUPCOLEXFMR,GRE.BEPCMP.CWT,46
13430,CONS WSTAV WSTAV_T2,CONS.GRATIOT2,56
13431,DECO DIMND XF1,DECO.MINDEN1,69
13432,EES OILLA T1,EES.RILLA.ARR,64
13433,MP MCARTHYL ESSAR5,AMIL.MAROA.MVP,50
13434,CIN 08WABCHP BK1_69,CIN.08NOBSN1,52
13435,ALTE PDS_TWR PDS_TOWER_ST_1,ALTE.TOWNEST11,59
13436,NIPS MAGNETON MAGNETA1,NIPS.BENTONCO,57
13437,CONS LINDN LINDN_T1,CONS.LUDINGTN1,67
13438,WPS BAKER001 BAKER_T1,WPS.REDBARN1W,53
13439,NIPS MONOGRM2 MONOGRM2,NIPS.MUNSTR.LN,56
13440,ALTW ADM100 SG31,ALTW.MGS_ST3.1,60
13441,EES CALL T1,EES.CALDWELL,70
13442,OTP CORRELL CORREL1,OTP.MPC.COYT1,56
13443,AMIL SHNTOWN 69_0,AMIL.STWF,62
13444,AMMO WAT WAT_WEB_T_3,AMMO.WVPA_3.AZ,65
13445,EAI BRZLRD T1,EAI.BUBALD,61
13446,DPC LIMESPR LIMESP1,DPC.FILMOR.SLR,55
13447,SIGE SIG_SLAT T2,SIGE.SIGW,56
13448,IPL 16CRESTV LD_H,IPL.16EVST9,64
13449,AMIL SBL_AMRN SBLEY2_AMRN,AMIL.SBL_ASIBL,67
13450,SMP IBM IBM1,MIUP.MIHM12,61
13451,DECO ELKTN TRF_1,DECO.NESL1,62
13452,CIN RUSSIAVL BK1_69,CIN.MARKLND.1,50
13453,DECO ZEPHYR TRF_2,DECO.FERMI2,57
13454,ALTW OSCE OSCE3,ALTW.WSEC3,72
13455,EES NEDRLN T8,EES.NELSON6,67
13456,WEC TICHIGAN TICHGN_L8,MICHIGAN.HUB,53
13457,AMIL PRINCTN TR1,AMIL.CSTNCTG1,69
13458,MIUP GDN_CRNR T1,MIUP.RBRTS.ARR,60
13459,CONS GEORG GEORG_T1,CONS.GRATIOT1,62
13460,NSP AIRTECH GRE_TR1,NSP.CHARA_TR1,69
13461,EES STALEY_E T1,EES.TOL_BEND1,64
13462,CONS HMLTN HMLTN_T1,HMPL.HMPL_1.AZ,61
13463,CIN BATESVIL MAINBU,CIN.MADISON.3,56
13464,WEC PLEASAN2 PLSTVL_L7,WEC.PLSNT1.MVP,56
13465,EES WIN115 T1,EES.STLN11.ARR,59
13466,DECO FUSION T1,DECO.DIGSINT,69
13467,SIGE SIG_EAST T1,SIGE.SIGW,64
13468,ALTW THILLSR THILLSR1,ALTW.LOUIS.SLR,57
13469,LAGN WLOO WLOO,LAGN.LAGN,52
13470,MEC SOUTHLND BLDG5B,MEC.SOTHRNHL1,56
13471,MP WNTR_ST WNTR_S1,WR.MOWR_1.AZ,53
13472,AMIL GLOVERIP STJOE_RURAL,AMIL.LEGOESR,54
13473,WPS LIBERTYS LD_T1,EES.LIBERTY,55
13474,DECO BROCK TK8403,DECO.BROOKFLD1,58
13475,AMMO SCHZ XF_2,AMMO.SIOUX2,64
13476,MDU MANDAN38 MANDAN2MDU,MDU.DIAMNDWILW,49
13477,DECO NOLAN LD2,DECO.LUD2,70
13478,EAI MACDON T1,LEPA.MGC_UNT01,59
13479,AMIL CLINTON0 EMER4C,AMIL.CLINTO51,67
13480,NSP WHITERIV TR2,NSP.W_TRIW_TR,62
13481,ALTE PLYMUNI PLY_4_JOHNSNVL,ALTE.KILBOUNIL,49
13482,ALTW WOODWRD1 LD1,ALTW.LEDYARD,62
13483,AMMO RUSL RUSL_CHER_3,AMMO.MRRIS.SLR,63
13484,ALTE SHERIDN T41,ALTE.SHEB1,69
13485,CIN THORNTWN BK2_69,CIN.CT.VERMN.2,55
13486,EAI MCDOGL T1,EAI.WMPSOL,61
13487,GRE ONAMIA GRE_TR1,GRE.MP.GRE,64
13488,WEC NIMBUS24 T5,WEC.BLUSKYGF,52
13489,EES THIBOD T1,EES.ETILD,64
13490,EMBA JAXSNW T2,EMBA.SUNFLOWER,57
13491,NSP RIVRSID RIVRSI3,NSP.RIVRSD9,67
13492,AMIL WWASHST WWSH_3435,AMIL.WVPA_4.AZ,56
13493,SOCO DEDEAXRD LD_DEDEAUX_RD,SOCO.FORIN.ARR,44
13494,MEC HITCHCWH CWH6T1,MEC.CHICKASAW,56
13495,CLEC MORBHN 4A,CLEC.ORIN,70
13496,MGE TOKAY TKY_TR1,MGE.TYTO,64
13497,ALTE COLUMB_S COS_69,ALTE.COLUMBAL2,65
13498,EES MORIL T1,EES.MORIL1.ARR,77
13499,EES BRINE T200311,EES.STLN11.ARR,58
13500,MDU STANLEY STANLE1MDU,MDU.TATANKA1,53
13501,EAI ALPINX T1,EAI.ANO1,57
13502,AMMO CTRL HALL,AMMO.CALI,70
13503,EAI LR_PRT LT2,EAI.H_SPR1_CT2,64
13504,LAGN POTT POTT,OTP.MPC.LANGDN,64
13505,NIPS CHESTRTN NO_1_XFMR,NIPS.ERC_TEST,50
13506,ALTE BARABOO BAR_T41,ALTW.BART1AGR,67
13507,MEC WIDA WIDA2,MEC.PPWIND,58
13508,ALTW ALBANY2 ALBANY1,ALTE.ALBANY,65
13509,ALTW HASTINR LD1,ALTW.AMESWIND,69
13510,CONS JORDI JORDI_T1B,CONS.GRATIOT1,61
13511,DECO ROMLS FLAGROMLS1,DECO.FRMP113,55
13512,EMBA CNTNRD T2,EMBA.DELTA_WND,57
13513,ALTW BRCT BRCT1,ALTW.GRCT.ARR,71
13514,NIPS EGER NO_1_XFMR,EES.NOPS_1,55
13515,EES HARTBG T1,EES.LKCHAR_CT1,67
13516,EES LKH T1,EES.LKCHAR_CT1,75
13517,ALTW CROZ CROZ1,ALTW.CERROG1,74
13518,NIPS LENAPARK XFR1,NIPS.LAKES,57
13519,DPC HANNTAP TACO1,DPC.WINNEBAGO,53
13520,NSP UMORE TR2_LOAD,NSP.PRISL2_LD,58
13521,MP TWOH_OLD 2TR,ALTE.WOOD.ESR,50
13522,AMMO HUNT HUNT_76,AMMO.HUCKFINN,60
13523,CSWS ELEES7CS HICKS,CLEC.CC.CPS7,52
13524,LAGT SERP_L SERP,LAGT.PCE,58
13525,UPPC ONT ONTONAGOUPSC1,UPPC.ONTONAGON,72
13526,MEC BOONVIL2 TR4,MEC.CONTRAIL1,55
13527,NSP NELSONSP NELSON2,NSP.ANSON2,60
13528,DECO PRKRD XF4,DECO.LUD4,61
13529,NSP BLKRVFLS BLKRVF2,NSP.BLKBROOK,56
13530,MEC HITCHCWH CWH6T2,MEC.CHICKASAW,56
13531,DPC KALMAR KALMAR1,DPC.FILMOR.SLR,62
13532,CIN CRML_GUI BK1,CIN.CT.VERMN.1,60
13533,EES CRK M50,EES.CC.MTCPS,61
13534,EES LNB T1,EES.LONSTR1,76
13535,EES ELTON8 T1,EES.LONSTR1,75
13536,EES LKA T1,EES.LKCHAR_CT1,75
13537,WEC WHITEWA0 WHTWTR_L142,CIN.WHEATCTG2,49
13538,CONS SEIDL SEIDL_T1,CONS.ISABELLA1,61
13539,WPS MEARSCOR LD_T2,DECO.WPSA,59
13540,ALTW HIAWATA HIAWAT4,ALTW.WRTHNGT,56
13541,NSP PLATO TR1,NSP.WHEATO1,67
13542,AMIL SHLS SHLS_207,AMIL.BSHPHL2,67
13543,EMBA LIBRT5 T2,EMBA.HINDS1CT2,57
13544,CONS MCIVR MCIVR_T1,CONS.MCV.MCV,77
13545,EMBA HZLHST T2,EMBA.HINDS2,64
13546,NSP WATERVIL WATERV2,NSP.W_TRIW_TR,61
13547,MEC UNIONCF UNIONC1,NIPS.BENTONCO,50
13548,CONS MANCL MANCL_T1,CONS.MCV.MCV,65
13549,OTP BROWNSV BROWNS1,OTP.MDU.BSTON1,55
13550,CIN AUSTIN2 BK1_69,UPPC.AUTRAIN,47
13551,CLEC VLPLAT VPLAT_XFMR1,CLEC.RPS2.LEPA,54
13552,DECO ISLANDVW TRF_3,DECO.DIGSINT,58
13553,NSP MINCANTP MINCAN1,NSP.NCP.AZ,60
13554,AMIL MERDOSIA MERY-717,AMIL.MERDS.MVP,67
13555,NSP SDSTPEN SDSTPE1,NSP.ST_PETER,65
13556,SME MRFY13 LD_MURPHY,SME.MORRO.ARR,48
13557,BREC CENT_ALU POTLINE5,BREC.CENTURY,59
13558,IPL 16VALLEY F,NIPS.CAVALRYSF,57
13559,DPC COFFECUP COFFEC1,CLEC.CC.CPS7,50
13560,EES LULING T3,CONS.LUDINGTN3,67
13561,CWLP TAINTOR LOAD2,CWLP.FACTOR91,58
13562,MEC DRFNDRY DFOA5,MEC.DIAMNDTR1,60
13563,CONS ATLSX ATLSX_T1,CONS.CCG_1.AZ,56
13564,CONS LENWE LENWE_T1,CONS.GENESEE,65
13565,NSP WSTWOOD GRE_TR1,NSP.BSTAR1.WND,61
13566,OTP FERTILE FERTIL1,OTP.MRES.HILS,56
13567,CONS MADISON5 T1,CIN.MADISON.3,69
13568,GRE TRALHAVN GRE_TR1,GRE.NSP.GREC,56
13569,GRE BLACKLK GRE_TR1,GRE.GRE.CXS,60
13570,SIGE SIG_SLAT T1,SIGE.SIGW,56
13571,ALTW READLYN READLY1_1,ALTW.LEDYARD,59
13572,WEC COONEY COONEY_L8,WEC.OCONTFL,58
13573,NSP CARTWRIT CARTWRIT1,NSP.CHARA_TR1,63
13574,AMMO BERK BERK_81,AMMO.PERR_1.AZ,65
13575,MDU BEULH7TH BEULAH7TH1MDU,MDU.GLENULST_6,45
13576,EMBA YCPSC_RR RIALTO,EMBA.EMILD.RLA,53
13577,ALTE CLI T41,ALTE.ALTE,67
13578,ALTW WILBERT GRE_TR1,ALTW.BVR.ARR,62
